ModID, EntryName, ModelType, ModelTextureName, ItemTextureName
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_array_diorite_lever,Lever,array/diorite;array/diorite;lever_acacia_diorite;array/diorite;array/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_braid_diorite_lever,Lever,braid/diorite;braid/diorite;lever_acacia_diorite;braid/diorite;braid/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_bricks_diorite_lever,Lever,chaotic_bricks/diorite;chaotic_bricks/diorite;lever_acacia_diorite;chaotic_bricks/diorite;chaotic_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_medium_diorite_lever,Lever,chaotic_medium/diorite;chaotic_medium/diorite;lever_acacia_diorite;chaotic_medium/diorite;chaotic_medium/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_small_diorite_lever,Lever,chaotic_small/diorite;chaotic_small/diorite;lever_acacia_diorite;chaotic_small/diorite;chaotic_small/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_circular_diorite_lever,Lever,circular/diorite;circular/diorite;lever_acacia_diorite;circular/diorite;circular/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cracked_diorite_lever,Lever,cracked/diorite;cracked/diorite;lever_acacia_diorite;cracked/diorite;cracked/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cracked_bricks_diorite_lever,Lever,cracked_bricks/diorite;cracked_bricks/diorite;lever_acacia_diorite;cracked_bricks/diorite;cracked_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cut_diorite_lever,Lever,cut/diorite;cut/diorite;lever_acacia_diorite;cut/diorite;cut/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_dent_diorite_lever,Lever,dent/diorite;dent/diorite;lever_acacia_diorite;dent/diorite;dent/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_encased_bricks_diorite_lever,Lever,encased_bricks/diorite;encased_bricks/diorite;lever_acacia_diorite;encased_bricks/diorite;encased_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_french_diorite_lever,Lever,french/diorite;french/diorite;lever_acacia_diorite;french/diorite;french/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_jellybean_diorite_lever,Lever,jellybean/diorite;jellybean/diorite;lever_acacia_diorite;jellybean/diorite;jellybean/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_large_tile_diorite_lever,Lever,large_tile/diorite;large_tile/diorite;lever_acacia_diorite;large_tile/diorite;large_tile/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_layer_diorite_lever,Lever,layer/diorite;layer/diorite;lever_acacia_diorite;layer/diorite;layer/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_mosaic_diorite_lever,Lever,mosaic/diorite;mosaic/diorite;lever_acacia_diorite;mosaic/diorite;mosaic/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_ornate_diorite_lever,Lever,ornate/diorite;ornate/diorite;lever_acacia_diorite;ornate/diorite;ornate/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_panel_diorite_lever,Lever,panel/diorite;panel/diorite;lever_acacia_diorite;panel/diorite;panel/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_pillar_diorite_lever,Lever,pillar/diorite;pillar/diorite;lever_acacia_diorite;pillar/diorite;pillar/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_prism_diorite_lever,Lever,prism/diorite;prism/diorite;lever_acacia_diorite;prism/diorite;prism/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_raw_diorite_lever,Lever,raw/diorite;raw/diorite;lever_acacia_diorite;raw/diorite;raw/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_road_diorite_lever,Lever,road/diorite;road/diorite;lever_acacia_diorite;road/diorite;road/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_slant_diorite_lever,Lever,slant/diorite;slant/diorite;lever_acacia_diorite;slant/diorite;slant/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_small_bricks_diorite_lever,Lever,small_bricks/diorite;small_bricks/diorite;lever_acacia_diorite;small_bricks/diorite;small_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_soft_bricks_diorite_lever,Lever,soft_bricks/diorite;soft_bricks/diorite;lever_acacia_diorite;soft_bricks/diorite;soft_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_solid_bricks_diorite_lever,Lever,solid_bricks/diorite;solid_bricks/diorite;lever_acacia_diorite;solid_bricks/diorite;solid_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_tiles_medium_diorite_lever,Lever,tiles_medium/diorite;tiles_medium/diorite;lever_acacia_diorite;tiles_medium/diorite;tiles_medium/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_tiles_small_diorite_lever,Lever,tiles_small/diorite;tiles_small/diorite;lever_acacia_diorite;tiles_small/diorite;tiles_small/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_triple_bricks_diorite_lever,Lever,triple_bricks/diorite;triple_bricks/diorite;lever_acacia_diorite;triple_bricks/diorite;triple_bricks/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_twist_diorite_lever,Lever,twist/diorite;twist/diorite;lever_acacia_diorite;twist/diorite;twist/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_weaver_diorite_lever,Lever,weaver/diorite;weaver/diorite;lever_acacia_diorite;weaver/diorite;weaver/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_zag_diorite_lever,Lever,zag/diorite;zag/diorite;lever_acacia_diorite;zag/diorite;zag/diorite;lever_acacia_diorite,lever_acacia_diorite
chisel_unlimited;minecraft;minecraft;chisel_unlimited;minecraft;minecraft;chisel_unlimited,acacia_granite_lever,Lever,granite;granite;lever_acacia_granite;granite;granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;minecraft;minecraft;chisel_unlimited;minecraft;minecraft;chisel_unlimited,acacia_polished_granite_lever,Lever,polished_granite;polished_granite;lever_acacia_granite;polished_granite;polished_granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_array_granite_lever,Lever,array/granite;array/granite;lever_acacia_granite;array/granite;array/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_braid_granite_lever,Lever,braid/granite;braid/granite;lever_acacia_granite;braid/granite;braid/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_bricks_granite_lever,Lever,chaotic_bricks/granite;chaotic_bricks/granite;lever_acacia_granite;chaotic_bricks/granite;chaotic_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_medium_granite_lever,Lever,chaotic_medium/granite;chaotic_medium/granite;lever_acacia_granite;chaotic_medium/granite;chaotic_medium/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_small_granite_lever,Lever,chaotic_small/granite;chaotic_small/granite;lever_acacia_granite;chaotic_small/granite;chaotic_small/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_circular_granite_lever,Lever,circular/granite;circular/granite;lever_acacia_granite;circular/granite;circular/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cracked_granite_lever,Lever,cracked/granite;cracked/granite;lever_acacia_granite;cracked/granite;cracked/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cracked_bricks_granite_lever,Lever,cracked_bricks/granite;cracked_bricks/granite;lever_acacia_granite;cracked_bricks/granite;cracked_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_cut_granite_lever,Lever,cut/granite;cut/granite;lever_acacia_granite;cut/granite;cut/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_dent_granite_lever,Lever,dent/granite;dent/granite;lever_acacia_granite;dent/granite;dent/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_encased_bricks_granite_lever,Lever,encased_bricks/granite;encased_bricks/granite;lever_acacia_granite;encased_bricks/granite;encased_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_french_granite_lever,Lever,french/granite;french/granite;lever_acacia_granite;french/granite;french/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_jellybean_granite_lever,Lever,jellybean/granite;jellybean/granite;lever_acacia_granite;jellybean/granite;jellybean/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_large_tile_granite_lever,Lever,large_tile/granite;large_tile/granite;lever_acacia_granite;large_tile/granite;large_tile/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_layer_granite_lever,Lever,layer/granite;layer/granite;lever_acacia_granite;layer/granite;layer/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_mosaic_granite_lever,Lever,mosaic/granite;mosaic/granite;lever_acacia_granite;mosaic/granite;mosaic/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_ornate_granite_lever,Lever,ornate/granite;ornate/granite;lever_acacia_granite;ornate/granite;ornate/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_panel_granite_lever,Lever,panel/granite;panel/granite;lever_acacia_granite;panel/granite;panel/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_pillar_granite_lever,Lever,pillar/granite;pillar/granite;lever_acacia_granite;pillar/granite;pillar/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_prism_granite_lever,Lever,prism/granite;prism/granite;lever_acacia_granite;prism/granite;prism/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_raw_granite_lever,Lever,raw/granite;raw/granite;lever_acacia_granite;raw/granite;raw/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_road_granite_lever,Lever,road/granite;road/granite;lever_acacia_granite;road/granite;road/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_slant_granite_lever,Lever,slant/granite;slant/granite;lever_acacia_granite;slant/granite;slant/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_small_bricks_granite_lever,Lever,small_bricks/granite;small_bricks/granite;lever_acacia_granite;small_bricks/granite;small_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_soft_bricks_granite_lever,Lever,soft_bricks/granite;soft_bricks/granite;lever_acacia_granite;soft_bricks/granite;soft_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_solid_bricks_granite_lever,Lever,solid_bricks/granite;solid_bricks/granite;lever_acacia_granite;solid_bricks/granite;solid_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_tiles_medium_granite_lever,Lever,tiles_medium/granite;tiles_medium/granite;lever_acacia_granite;tiles_medium/granite;tiles_medium/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_tiles_small_granite_lever,Lever,tiles_small/granite;tiles_small/granite;lever_acacia_granite;tiles_small/granite;tiles_small/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_triple_bricks_granite_lever,Lever,triple_bricks/granite;triple_bricks/granite;lever_acacia_granite;triple_bricks/granite;triple_bricks/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_twist_granite_lever,Lever,twist/granite;twist/granite;lever_acacia_granite;twist/granite;twist/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_weaver_granite_lever,Lever,weaver/granite;weaver/granite;lever_acacia_granite;weaver/granite;weaver/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_zag_granite_lever,Lever,zag/granite;zag/granite;lever_acacia_granite;zag/granite;zag/granite;lever_acacia_granite,lever_acacia_granite
chisel_unlimited;minecraft;minecraft;chisel_unlimited;minecraft;minecraft;chisel_unlimited,acacia_cobblestone_lever,Lever,cobblestone;cobblestone;lever_acacia_stone;cobblestone;cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;minecraft;minecraft;chisel_unlimited;minecraft;minecraft;chisel_unlimited,acacia_mossy_cobblestone_lever,Lever,mossy_cobblestone;mossy_cobblestone;lever_acacia_stone;mossy_cobblestone;mossy_cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_array_cobblestone_lever,Lever,array/cobblestone;array/cobblestone;lever_acacia_stone;array/cobblestone;array/cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_braid_cobblestone_lever,Lever,braid/cobblestone;braid/cobblestone;lever_acacia_stone;braid/cobblestone;braid/cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_bricks_cobblestone_lever,Lever,chaotic_bricks/cobblestone;chaotic_bricks/cobblestone;lever_acacia_stone;chaotic_bricks/cobblestone;chaotic_bricks/cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_medium_cobblestone_lever,Lever,chaotic_medium/cobblestone;chaotic_medium/cobblestone;lever_acacia_stone;chaotic_medium/cobblestone;chaotic_medium/cobblestone;lever_acacia_stone,lever_acacia_stone
chisel_unlimited;chisel;chisel;chisel_unlimited;chisel;chisel;chisel_unlimited,acacia_chaotic_small_cobblestone_lever,Lever,chaotic_small/cobblestone;chaotic_small/cobblestone;lever_acacia_stone;chaotic_small/cobblestone;chaotic_small/cobblestone;lever_acacia_stone,lever_acacia_stone
